,Lp.,Przystanek
1968,MERA-PNEFAL 01  ,NIE
1969,MERA-PNEFAL 02  ,NIE
1970,METRO IMIELIN 01  ,NIE
1971,METRO IMIELIN 02  ,NIE
1972,METRO IMIELIN 03  ,NIE
1973,METRO KABATY 02  ,NIE
1974,METRO KABATY 03  ,NIE
1975,METRO KABATY 04  ,NIE
1976,METRO MARYMONT 01  ,NIE
1977,METRO MARYMONT 02  ,NIE
1978,METRO MARYMONT 03  ,NIE
1979,METRO MARYMONT 04  ,NIE
1980,METRO MARYMONT 06  ,NIE
1981,METRO MARYMONT 07  ,NIE
1982,METRO MARYMONT 11  ,TAK
1983,METRO MARYMONT 12  ,TAK
1984,METRO MARYMONT 13  ,TAK
1985,METRO MARYMONT 14  ,TAK
1986,METRO MARYMONT 15  ,TAK
1987,METRO MARYMONT 17  ,TAK
1988,METRO MŁOCINY 01  ,NIE
1989,METRO MŁOCINY 03  ,NIE
1990,METRO MŁOCINY 05  ,NIE
1991,METRO MŁOCINY 06  ,NIE
1992,METRO MŁOCINY 08  ,NIE
1993,METRO MŁOCINY 15  ,NIE
1994,METRO MŁOCINY 16  ,NIE
1995,METRO MŁOCINY 17  ,NIE
1996,METRO MŁOCINY 18  ,NIE
1997,METRO MŁOCINY 19  ,NIE
1998,METRO MŁOCINY 20  ,NIE
1999,METRO MŁOCINY 21  ,NIE
2000,METRO MŁOCINY 22  ,NIE
2001,METRO MŁOCINY 23  ,NIE
2002,METRO MŁOCINY 24  ,NIE
2003,METRO MŁOCINY 54  ,NIE
2004,METRO NATOLIN 01  ,NIE
2005,METRO NATOLIN 02  ,NIE
2006,METRO NATOLIN 03  ,NIE
2007,METRO POLE MOKOTOWSKIE 01  ,NIE
2008,METRO POLE MOKOTOWSKIE 02  ,NIE
2009,METRO POLE MOKOTOWSKIE 03  ,NIE
2010,METRO POLE MOKOTOWSKIE 04  ,NIE
2011,METRO POLE MOKOTOWSKIE 05  ,NIE
2012,METRO POLE MOKOTOWSKIE 06  ,NIE
2013,METRO POLE MOKOTOWSKIE 08  ,NIE
2014,METRO POLITECHNIKA 01  ,NIE
2015,METRO POLITECHNIKA 02  ,NIE
2016,METRO POLITECHNIKA 03  ,NIE
2017,METRO POLITECHNIKA 04  ,NIE
2018,METRO POLITECHNIKA 05  ,NIE
2019,METRO POLITECHNIKA 06  ,NIE
2020,METRO POLITECHNIKA 08  ,NIE
2021,METRO POLITECHNIKA 10  ,NIE
2022,METRO POLITECHNIKA 11  ,NIE
2023,METRO RACŁAWICKA 01  ,NIE
2024,METRO RACŁAWICKA 02  ,NIE
2025,METRO RATUSZ ARSENAŁ 01  ,NIE
2026,METRO RATUSZ ARSENAŁ 02  ,NIE
2027,METRO RATUSZ ARSENAŁ 03  ,NIE
2028,METRO RATUSZ ARSENAŁ 04  ,NIE
2029,METRO RATUSZ ARSENAŁ 09  ,NIE
2030,METRO RATUSZ ARSENAŁ 10  ,NIE
2031,METRO STARE BIELANY 01  ,NIE
2032,METRO STARE BIELANY 02  ,NIE
2033,METRO STARE BIELANY 04  ,NIE
2034,METRO STARE BIELANY 05  ,NIE
2035,METRO STOKŁOSY 01  ,NIE
2036,METRO STOKŁOSY 02  ,NIE
2037,METRO STOKŁOSY 03  ,NIE
2038,METRO STOKŁOSY 04  ,NIE
2039,METRO SŁUŻEW 01  ,NIE
2040,METRO SŁUŻEW 02  ,NIE
2041,METRO URSYNÓW 01  ,NIE
2042,METRO URSYNÓW 02  ,NIE
2043,METRO URSYNÓW 03  ,NIE
2044,METRO URSYNÓW 04  ,NIE
2045,METRO WAWRZYSZEW 01  ,NIE
2046,METRO WAWRZYSZEW 02  ,NIE
2047,METRO WIERZBNO 01  ,NIE
2048,METRO WIERZBNO 02  ,NIE
2049,METRO WIERZBNO 03  ,NIE
2050,METRO WIERZBNO 04  ,NIE
2051,METRO WIERZBNO 05  ,NIE
2052,METRO WIERZBNO 06  ,NIE
2053,METRO WILANOWSKA 01  ,NIE
2054,METRO WILANOWSKA 02  ,NIE
2055,METRO WILANOWSKA 04  ,NIE
2056,METRO WILANOWSKA 05  ,NIE
2057,METRO WILANOWSKA 06  ,NIE
2058,METRO WILANOWSKA 08  ,NIE
2059,METRO WILANOWSKA 11  ,NIE
2060,METRO WILANOWSKA 15  ,NIE
2061,METRO WILANOWSKA 16  ,NIE
2062,METRO WILANOWSKA 17  ,NIE
2063,METRO WILANOWSKA 18  ,NIE
2064,METRO ŚWIĘTOKRZYSKA 01  ,NIE
2065,METRO ŚWIĘTOKRZYSKA 02  ,NIE
2066,METRO ŚWIĘTOKRZYSKA 03  ,NIE
2067,METRO ŚWIĘTOKRZYSKA 04  ,NIE
2068,METRO ŚWIĘTOKRZYSKA 05  ,NIE
2069,METRO ŚWIĘTOKRZYSKA 06  ,NIE
2070,METRYCZNA 01  ,NIE
2071,METRYCZNA 02  ,NIE
2072,MIŁA 02  ,NIE
2073,MICHALIN 01  ,NIE
2074,MICHALIN 02  ,NIE
2075,MICHALINKI 01  ,NIE
2076,MICHAŁÓW-REGINÓW 01  ,NIE
2077,MICHAŁÓW-REGINÓW 02  ,NIE
2078,MICKIEWICZA 01  ,NIE
2079,MICKIEWICZA 03  ,NIE
2080,MICKIEWICZA 04  ,NIE
2081,MIĘDZYBORSKA 01  ,NIE
2082,MIĘDZYBORSKA 02  ,NIE
2083,MIĘDZYBORSKA 03  ,NIE
2084,MIĘDZYBORSKA 04  ,NIE
2085,MIĘDZYBORSKA 05  ,NIE
2086,MIĘDZYBORSKA 06  ,NIE
2087,MIĘDZYBORSKA 07  ,NIE
2088,MIĘDZYBORSKA 08  ,NIE
2089,MIĘDZYLESIE 01  ,NIE
2090,MIĘDZYLESIE 02  ,NIE
2091,MIĘDZYLESIE 03  ,NIE
2092,MIĘDZYLESIE 04  ,NIE
2093,MIĘDZYNARODOWA 01  ,NIE
2094,MIĘDZYNARODOWA 02  ,NIE
2095,MIELCZARSKIEGO 01  ,NIE
2096,MIELCZARSKIEGO 02  ,NIE
2097,ĆMIELOWSKA 01  ,NIE
2098,ĆMIELOWSKA 02  ,NIE
2099,ĆMIELOWSKA 03  ,NIE
2100,MIGDAŁOWA 01  ,NIE
2101,MIGDAŁOWA 02  ,NIE
2102,ŚMIGIELSKA 01  ,NIE
2103,ŚMIGIELSKA 02  ,NIE
2104,ŚMIGŁOWCA 01  ,NIE
2105,ŚMIGŁOWCA 02  ,NIE
2106,MIKLASZEWSKIEGO 01  ,NIE
2107,MIKLASZEWSKIEGO 01  ,NIE
2108,MIKLASZEWSKIEGO 02  ,NIE
2109,MIKLASZEWSKIEGO 02  ,NIE
2110,MIKLASZEWSKIEGO 03  ,NIE
2111,MIKLASZEWSKIEGO 04  ,NIE
2112,MIKOŁAJSKA 02  ,NIE
2113,MIKOŁAJSKA 03  ,NIE
2114,MILENIJNA 01  ,TAK
2115,MILENIJNA 02  ,TAK
2116,MILENIUM 02  ,NIE
2117,MIŁOBĘDZKA 01  ,NIE
2118,MIŁOBĘDZKA 02  ,NIE
2119,MIRKOWSKA 03  ,NIE
2120,MIRKOWSKA 04  ,NIE
2121,MIRKÓW-SZKOŁA 01  ,NIE
2122,MIRKÓW-SZKOŁA 02  ,NIE
2123,MIŃSKA 01  ,NIE
2124,MIŃSKA 02  ,NIE
2125,MOCHTYŃSKA 01  ,NIE
2126,MOCHTYŃSKA 02  ,NIE
2127,MOCHTYŃSKA-KANAŁ 01  ,NIE
2128,MOCHTYŃSKA-KANAŁ 02  ,NIE
2129,MŁOCHÓW 01  ,NIE
2130,MOŚCICKIEGO 01  ,NIE
2131,MOŚCICKIEGO 02  ,NIE
2132,MŁOCINY-UKSW 01  ,NIE
2133,MOŚCISKA 01  ,NIE
2134,MŁOCIŃSKA 01  ,NIE
2135,MOŚCISKA 02  ,NIE
2136,MŁOCIŃSKA 02  ,NIE
2137,MOŁDAWSKA 01  ,NIE
2138,MOŁDAWSKA 02  ,NIE
2139,MODLIŃSKA 01,NIE
2140,MODLIŃSKA 02,NIE
2141,MODRA 01  ,NIE
2142,MODRA 02  ,NIE
2143,MODZELEWSKIEGO 01  ,NIE
2144,MODZELEWSKIEGO 02  ,NIE
2145,MODZELEWSKIEGO 03  ,NIE
2146,MŁODZIEŃCZA 01  ,NIE
2147,MŁODZIEŃCZA 02  ,NIE
2148,MŁODZIEŃCZA 03  ,NIE
2149,MŁODZIEŃCZA 04  ,NIE
2150,MOKRY ŁUG 01  ,NIE
2151,MOKRY ŁUG 02  ,NIE
2152,MOKRY ŁUG 03  ,NIE
2153,MONIUSZKI 01  ,NIE
2154,MONIUSZKI 02  ,NIE
2155,MONIUSZKI 02  ,NIE
2156,MONTAŻOWA 01  ,NIE
2157,MONTAŻOWA 02  ,NIE
2158,MONTE CASSINO 01  ,NIE
2159,MONTE CASSINO 02  ,NIE
2160,MORSKIE OKO 01  ,NIE
2161,MORSKIE OKO 02  ,TAK
2162,MORSKIE OKO 03  ,NIE
2163,MORSKIE OKO 04  ,NIE
2164,MORY 01  ,NIE
2165,MORY 02  ,NIE
2166,MOST GDAŃSKI 01  ,NIE
2167,MOST GDAŃSKI 02  ,NIE
2168,MOST GDAŃSKI 03  ,NIE
2169,MOST GDAŃSKI 04  ,NIE
2170,MOST GROTA-ROWECKIEGO 01  ,NIE
2171,MOST GROTA-ROWECKIEGO 02  ,NIE
2172,MOST PONIATOWSKIEGO 01  ,NIE
2173,MOST PONIATOWSKIEGO 02  ,NIE
2174,MOST PONIATOWSKIEGO 03  ,NIE
2175,MOST PONIATOWSKIEGO 04  ,NIE
2176,MOST PONIATOWSKIEGO 05  ,NIE
2177,MOST PONIATOWSKIEGO 06  ,NIE
2178,MOST SIEKIERKOWSKI 01  ,NIE
2179,MOST SIEKIERKOWSKI 02  ,NIE
2180,MOST SIEKIERKOWSKI 03  ,NIE
2181,MOST SIEKIERKOWSKI 04  ,NIE
2182,MOTYLKOWA 01  ,NIE
2183,MOTYLKOWA 02  ,NIE
2184,MOZAIKOWA 01  ,NIE
2185,MOZAIKOWA 02  ,NIE
2186,MOZAIKOWA 04  ,NIE
2187,MPT GROCHÓW 01  ,NIE
2188,MPT GROCHÓW 02  ,NIE
2189,MROKÓW 01  ,NIE
2190,MROKÓW 02  ,NIE
2191,MROKÓW 04,NIE
2192,MURANOWSKA 02  ,NIE
2193,MURANOWSKA 03  ,NIE
2194,MURANOWSKA 05  ,NIE
2195,MURANOWSKA 06  ,NIE
2196,MURANOWSKA 07  ,NIE
2197,MURANOWSKA 08  ,NIE
2198,MURANOWSKA 11  ,NIE
2199,MURANOWSKA 54  ,NIE
2200,MURANÓW 03  ,NIE
2201,MURANÓW 04  ,NIE
2202,MURANÓW 05  ,NIE
2203,MURANÓW 06  ,NIE
2204,MUZEALNA 01  ,NIE
2205,MUZEALNA 02  ,NIE
2206,MUZEUM NARODOWE 01  ,NIE
2207,MUZEUM NARODOWE 02  ,NIE
2208,MUZEUM NARODOWE 05  ,NIE
2209,MUZEUM NARODOWE 06  ,NIE
2210,MUZEUM POWSTANIA WARSZAWSKIEGO 02  ,NIE
2211,MUZEUM POWSTANIA WARSZAWSKIEGO 03  ,NIE
2212,MUZEUM POWSTANIA WARSZAWSKIEGO 04  ,NIE
2213,MUZEUM POWSTANIA WARSZAWSKIEGO 05  ,NIE
2214,MUZEUM POWSTANIA WARSZAWSKIEGO 06  ,NIE
2215,MUZEUM POWSTANIA WARSZAWSKIEGO 51  ,NIE
2216,MUZEUM POWSTANIA WARSZAWSKIEGO 57  ,NIE
2217,MYCIELSKIEGO 01  ,NIE
2218,MYCIELSKIEGO 02  ,NIE
2219,MYŚLIBORSKA 01  ,NIE
2220,MYŚLIBORSKA 02  ,NIE
2221,MYŚLIBORSKA 03  ,NIE
2222,MŁYN 01  ,NIE
2223,MŁYN 02  ,NIE
2224,MŁYNARSKA 01  ,NIE
2225,MŁYNARSKA 02  ,NIE
2226,MŁYNARSKA 03  ,NIE
2227,MŁYNARSKA 04  ,NIE
2228,MŁYNÓW 02  ,NIE
2229,MŁYNÓW 03  ,NIE
2230,MŁYNÓW 04  ,NIE
2231,MŁYNÓW 05  ,NIE
2232,MŁYNÓW 06  ,NIE
2233,MŁYNÓW 07  ,NIE
2234,MYSIADŁO 01  ,NIE
2235,MYSIADŁO 02  ,NIE
2236,MYSIADŁO 03  ,NIE
2237,MYSIADŁO 04,NIE
2238,MYSIADŁO 05,NIE
2239,MYSZKOWSKA 01  ,NIE
2240,MYSZKOWSKA 02  ,NIE
2241,MYSZKOWSKA 03  ,NIE
2242,NA BATERYJCE 01  ,NIE
2243,NACZELNIKOWSKA 01  ,NIE
2244,NACZELNIKOWSKA 02  ,NIE
2245,NAŁĘCZOWSKA 01  ,NIE
2246,NAŁĘCZOWSKA 02  ,NIE
2247,NADARZYŃSKA 01  ,NIE
2248,NADARZYŃSKA 02  ,NIE
2249,NADMA 02  ,NIE
2250,NAD ŚWIDREM 01  ,NIE
2251,NAD ŚWIDREM 02  ,NIE
2252,NALEWKI 01  ,NIE
2253,NALEWKI 02  ,NIE
2254,NAMYSŁOWSKA 01  ,NIE
2255,NAMYSŁOWSKA 02  ,NIE
2256,NAMYSŁOWSKA 03  ,NIE
2257,NAMYSŁOWSKA 04  ,NIE
2258,NAPOLEONA BONAPARTE 01  ,NIE
2259,NAPOLEONA BONAPARTE 02  ,NIE
2260,NARCYZOWA 01  ,NIE
2261,NARODOWA 01  ,NIE
2262,NARODOWA 02  ,NIE
2263,NARUTOWICZA 01  ,NIE
2264,NARUTOWICZA 02  ,NIE
2265,NARWIK 01  ,NIE
2266,NARWIK 02  ,NIE
2267,NA SKRAJU 01  ,NIE
2268,NA SKRAJU 02  ,NIE
2269,NA SKRAJU 04  ,NIE
2270,NATOLIN PŁN. 01  ,NIE
2271,NATOLIN PŁN. 03  ,NIE
2272,NATOLIN PŁN. 04  ,NIE
2273,NATOLIN PŁN. 06  ,NIE
2274,NATOLIN PŁN. 08  ,NIE
2275,NATOLIN PŁN. 12  ,NIE
2276,NATOLIN PŁN. 14  ,NIE
2277,NAUCZYCIELSKA 01  ,NIE
2278,NAUCZYCIELSKA 02  ,NIE
2279,ŚNIADECKICH 01  ,NIE
2280,ŚNIADECKICH 02  ,NIE
2281,NIED®WIEDZIA 03  ,NIE
2282,NIED®WIEDZIA 04  ,NIE
2283,NIEDZIAŁKOWSKIEGO 01  ,NIE
2284,NIEDZIAŁKOWSKIEGO 02  ,NIE
2285,ŚNIEGOCKIEJ 01  ,NIE
2286,ŚNIEGOCKIEJ 02  ,NIE
2287,NIEMCEWICZA 01  ,NIE
2288,ŚNIEŻNA 01  ,NIE
2289,ŚNIEŻNA 02  ,NIE
2290,NIEPODLEGŁOŚCI 02,NIE
2291,NIEŚWIESKA 01  ,NIE
2292,NIEŚWIESKA 02  ,NIE
2293,NIK 01  ,NIE
2294,NIK 02  ,NIE
2295,NISKA 01  ,NIE
2296,NISKA 01  ,NIE
2297,NISKA 02  ,NIE
2298,NISKA 02  ,NIE
2299,NISKA 03  ,NIE
2300,NISKA 04  ,NIE
2301,NIZINNA 01  ,NIE
2302,NIZINNA 01  ,NIE
2303,NIZINNA 02  ,NIE
2304,NIZINNA 02  ,NIE
2305,NOAKOWSKIEGO 01  ,NIE
2306,NOAKOWSKIEGO 02  ,NIE
2307,NOCZNICKIEGO 01  ,NIE
2308,NOCZNICKIEGO 02  ,NIE
2309,NORBLIN 01  ,NIE
2310,NORBLIN 02  ,NIE
2311,NORBLIN 05  ,NIE
2312,NORBLIN 06  ,NIE
2313,NORWIDA 01  ,NIE
2314,NORWIDA 01  ,NIE
2315,NORWIDA 02  ,NIE
2316,NORWIDA 02  ,NIE
2317,NOSKOWSKIEGO 01  ,NIE
2318,NOSKOWSKIEGO 02  ,NIE
2319,NOVOTEL 01  ,NIE
2320,NOVOTEL 02  ,NIE
2321,NOVOTEL 04  ,NIE
2322,NOWA 01  ,NIE
2323,NOWA 02  ,NIE
2324,NOWA WIEŚ 01  ,NIE
2325,NOWA WIEŚ 02  ,NIE
2326,NOWA WOLA 01,NIE
2327,NOWA WOLA 02,NIE
2328,NOWE BEMOWO 01  ,TAK
2329,NOWE BEMOWO 02  ,TAK
2330,NOWE BEMOWO 03  ,NIE
2331,NOWE BEMOWO 04  ,NIE
2332,NOWE BEMOWO 06  ,NIE
2333,NOWE BEMOWO 07  ,NIE
2334,NOWE BEMOWO 08  ,NIE
2335,NOWE BEMOWO 09  ,NIE
2336,NOWE BEMOWO 10  ,NIE
2337,NOWE BEMOWO 11  ,NIE
2338,NOWE BEMOWO 12  ,NIE
2339,NOWE BEMOWO 14  ,NIE
2340,NOWE BEMOWO 15  ,NIE
2341,NOWE SŁUPNO 01  ,NIE
2342,NOWE SŁUPNO 02  ,NIE
2343,NOWE WŁOCHY 01  ,NIE
2344,NOWE WŁOCHY 02  ,NIE
2345,NOWE WŁOCHY 03  ,NIE
2346,NOWE ZAŁUBICE 01  ,NIE
2347,NOWODWORSKA 01  ,TAK
2348,NOWODWORSKA 02  ,TAK
2349,NOWODWORSKA 03  ,TAK
2350,NOWODWORY 01  ,TAK
2351,NOWODWORY 02  ,TAK
2352,NOWODWORY 04  ,TAK
2353,NOWODWORY 07  ,TAK
2354,NOWODWORY 08  ,TAK
2355,NOWODWORY 09  ,TAK
2356,NOWODWORY 10  ,TAK
2357,NOWODWORY 11  ,TAK
2358,NOWODWORY 12  ,TAK
2359,NOWODWORY 13  ,TAK
2360,NOWOLIPIE 01  ,NIE
2361,NOWOLIPIE 02  ,NIE
2362,NOWOLIPIE 03  ,NIE
2363,NOWOLIPIE 04  ,NIE
2364,NOWOLIPKI 01  ,NIE
2365,NOWOLIPKI 02  ,NIE
2366,NOWOLIPKI 03  ,NIE
2367,NOWOLIPKI 04  ,NIE
2368,NOWOLIPKI 05  ,NIE
2369,NOWOLIPKI 06  ,NIE
2370,NOWOTYSKA 01  ,NIE
2371,NOWOTYSKA 02  ,NIE
2372,NOWOURSYNOWSKA 01  ,NIE
2373,NOWOURSYNOWSKA 02  ,NIE
2374,NOWOURSYNOWSKA 03  ,NIE
2375,NOWOURSYNOWSKA 05  ,NIE
2376,NOWOWIEJSKA 01  ,NIE
2377,NOWOWIEJSKA 02  ,NIE
2378,NOWOWIEJSKA 03  ,NIE
2379,NOWOWIEJSKA 04  ,NIE
2380,NOWOWIEJSKA 05  ,NIE
2381,NOWOWIEJSKA 06  ,NIE
2382,NOWY PODOLSZYN 01  ,NIE
2383,NOWY PODOLSZYN 02  ,NIE
2384,NOWY REMBERTÓW 01  ,NIE
2385,NOWY SĘKOCIN 01  ,NIE
2386,NOWY SĘKOCIN 02  ,NIE
2387,NOWY ŚWIAT 03  ,NIE
2388,NOWY ŚWIAT 04  ,NIE
2389,NOWY ZJAZD 01  ,NIE
2390,NUGAT 01,NIE
2391,NUGAT 02  ,NIE
2392,OBJAZDOWA 01  ,NIE
2393,OBJAZDOWA 01  ,NIE
2394,OBJAZDOWA 01  ,NIE
2395,OBJAZDOWA 02  ,NIE
2396,OBJAZDOWA 02  ,NIE
2397,OBJAZDOWA 02  ,NIE
2398,OBOZOWA 01  ,NIE
2399,OBOZOWA 02  ,NIE
2400,OBRAZKOWA 01  ,NIE
2401,OBRAZKOWA 02  ,NIE
2402,OBROŃCÓW TOBRUKU 01  ,NIE
2403,OBROŃCÓW TOBRUKU 03  ,NIE
2404,OBYWATELSKA 01  ,NIE
2405,OCHOCZA 01  ,NIE
2406,OCHOCZA 02  ,NIE
2407,OCHOTA-RATUSZ 01  ,NIE
2408,OCHOTA-RATUSZ 02  ,NIE
2409,OCH-TEATR 01  ,NIE
2410,OCH-TEATR 02  ,NIE
2411,OCH-TEATR 03  ,NIE
2412,OCH-TEATR 04  ,NIE
2413,OCZAPOWSKIEGO 01  ,NIE
2414,OCZAPOWSKIEGO 02  ,NIE
2415,OCZAPOWSKIEGO 03  ,NIE
2416,OCZYSZCZALNIA "CZAJKA" 01  ,NIE
2417,ODESKA 01  ,NIE
2418,ODESKA 02  ,NIE
2419,ODKRYTA 01  ,TAK
2420,ODKRYTA 02  ,TAK
2421,ODLEWNICZA 03  ,NIE
2422,ODLEWNICZA 04  ,NIE
2423,ODOLANY 01  ,NIE
2424,ODRĘBNA 01  ,NIE
2425,ODRĘBNA 02  ,NIE
2426,ODRODZENIA 01  ,NIE
2427,ODRODZENIA 02  ,NIE
2428,ODYŃCA 01  ,NIE
2429,ODYŃCA 02  ,NIE
2430,ODYŃCA 03  ,NIE
2431,ODYŃCA 04  ,NIE
2432,OGIŃSKIEGO 02  ,NIE
2433,OGRÓD BOTANICZNY 01  ,NIE
2434,OGRÓD BOTANICZNY 02  ,NIE
2435,OGRÓD BOTANICZNY 03  ,NIE
2436,OGÓRKOWA 01  ,NIE
2437,OGÓRKOWA 02  ,NIE
2438,OGRODNICZA 01  ,NIE
2439,OGRODNICZA 02  ,NIE
2440,OGRODOWA 01  ,NIE
2441,OGRODOWA 02,NIE
2442,OGRODY DZIAŁKOWE BEMOWO 01  ,NIE
2443,OGRODY DZIAŁKOWE BEMOWO 02  ,NIE
2444,OGRODY DZIAŁKOWE BEMOWO 05  ,NIE
2445,OGRODY DZIAŁKOWE BEMOWO 06  ,NIE
2446,OGRODY DZIAŁKOWE NA SKRAJU 01  ,NIE
2447,OGRODY DZIAŁKOWE NA SKRAJU 02  ,NIE
2448,OGRODY DZIAŁKOWE PALUCH 01  ,TAK
2449,OGRODY DZIAŁKOWE PALUCH 02  ,TAK
2450,OGRODY DZIAŁKOWE PIASKI 01  ,NIE
2451,OGRODY DZIAŁKOWE PIASKI 02  ,NIE
2452,ŁOJEWSKA 01  ,NIE
2453,ŁOJEWSKA 02  ,NIE
2454,ŁOJEWSKA 03  ,NIE
2455,OKĘCIE 02  ,NIE
2456,OKĘCIE 03  ,NIE
2457,OKĘCIE 15  ,NIE
2458,OKĘCIE 54  ,NIE
2459,OKĘCIE 55  ,NIE
2460,OKĘCIE 56  ,NIE
2461,OKĘCIE 57  ,NIE
2462,OKĘCIE 58  ,NIE
2463,OKĘCIE 59  ,NIE
2464,OKĘCIE 60  ,NIE
2465,ŁOKIETKA 01  ,NIE
2466,ŁOKIETKA 02  ,NIE
2467,OKNICKA 01  ,NIE
2468,OKNICKA 02  ,NIE
2469,OKOPOWA 01  ,NIE
2470,OKOPOWA 02  ,NIE
2471,OKOPOWA 03  ,NIE
2472,OKOPOWA 04  ,NIE
2473,OKOPOWA 05  ,NIE
2474,OKOPOWA 06  ,NIE
2475,OKOPOWA 07  ,NIE
2476,OKOPOWA 08  ,NIE
2477,OKRĄGŁA 01  ,NIE
2478,OKRĄGŁA 02  ,NIE
2479,OŚ KRÓLEWSKA 01  ,NIE
2480,OŚ KRÓLEWSKA 02  ,NIE
2481,OKRĘŻNA 01  ,NIE
2482,OKRZEI 01  ,NIE
2483,OKRZEI 01  ,NIE
2484,OKRZEI 02  ,NIE
2485,OKRZEI 04,NIE
2486,OKRZESZYN 01  ,NIE
2487,OKRZESZYN 02  ,NIE
2488,OKULAROWA 01  ,NIE
2489,OKULAROWA 02  ,NIE
2490,OKULAROWA 04  ,NIE
2491,OLCHY 01  ,NIE
2492,OLCHY 02  ,NIE
2493,OLECKA 01  ,NIE
2494,OLESIN 01  ,NIE
2495,OLSZOWA 01  ,NIE
2496,OLSZOWA 01  ,NIE
2497,OLSZOWA 02  ,NIE
2498,OLSZOWA 02  ,NIE
2499,OLSZYNOWA 01,NIE
2500,OLSZYNOWA 02,NIE
2501,ŻOŁNIERSKA 01  ,NIE
2502,ŻOŁNIERSKA 02  ,NIE
2503,ŻONKILOWA 01  ,NIE
2504,ŻONKILOWA 02  ,NIE
2505,ŻOŁNY 01  ,NIE
2506,ŻOŁNY 02  ,NIE
2507,OPACZ 01  ,NIE
2508,OPACZEWSKA 01  ,NIE
2509,OPACZEWSKA 04  ,NIE
2510,OPOLSKA 01  ,NIE
2511,OPOLSKA 02  ,NIE
2512,OPŁOTEK 01  ,NIE
2513,OPŁOTEK 02  ,NIE
2514,ŁOPUSZAŃSKA 01  ,NIE
2515,ŁOPUSZAŃSKA 02  ,NIE
2516,ŁOPUSZAŃSKA 51  ,NIE
2517,ŁOPUSZAŃSKA 52  ,NIE
2518,ŁOPUSZAŃSKA 53  ,NIE
2519,ŁOPUSZAŃSKA 54  ,NIE
2520,ORACZY 01  ,NIE
2521,ORACZY 02  ,NIE
2522,ORCHOWIECKA 01  ,NIE
2523,ORCHOWIECKA 02  ,NIE
2524,ORDONA 01  ,NIE
2525,ORDONA 02  ,NIE
2526,ORDYNACKA 01  ,NIE
2527,ORDYNACKA 02  ,NIE
2528,ORLA 01  ,NIE
2529,ORLA 01  ,NIE
2530,ORLA 02  ,NIE
2531,ORLA 02  ,NIE
2532,ORLICH GNIAZD 01  ,NIE
2533,ORLICH GNIAZD 02  ,NIE
2534,ORLICH GNIAZD 03  ,NIE
2535,ORLICH GNIAZD 05  ,NIE
2536,ORLICH GNIAZD 06  ,NIE
2537,ORLĄT LWOWSKICH 01  ,NIE
2538,ORLĄT LWOWSKICH 02  ,NIE
2539,ORĘŻNA 01,NIE
2540,ORĘŻNA 02,NIE
2541,OŚRODEK AZS 01  ,NIE
2542,OŚRODEK AZS 02  ,NIE
2543,OŚRODEK CORA 01  ,NIE
2544,OŚRODEK CORA 02  ,NIE
2545,OŚRODEK LOK 01  ,NIE
2546,OŚRODEK LOK 02  ,NIE
2547,OŚRODEK SZKOLENIOWY 01  ,NIE
2548,OŚRODEK SZKOLENIOWY 02  ,NIE
2549,OŚRODEK WOJSKOWY 01  ,TAK
2550,OŚRODEK WOJSKOWY 02  ,TAK
2551,OŚRODEK ZDROWIA 01  ,NIE
2552,OŚRODEK ZDROWIA 02  ,NIE
2553,ORZECHOWA 01  ,NIE
2554,ORZECHOWA 01  ,NIE
2555,ORZECHOWA 01  ,NIE
2556,ORZECHOWA 02  ,NIE
2557,ORZECHOWA 02  ,NIE
2558,ORZECHOWA 02  ,NIE
2559,ORZESZKOWEJ 01  ,NIE
2560,ORZESZKOWEJ 02  ,NIE
2561,ORZYCKA 01  ,NIE
2562,ORZYCKA 02  ,NIE
2563,OS.ARBUZOWA 01  ,NIE
2564,OS.ARBUZOWA 02  ,NIE
2565,OS.BATOREGO 01  ,NIE
2566,OS.BATOREGO 02  ,NIE
2567,OS.BELINA 02  ,NIE
2568,OS.BERNARDYŃSKA 01  ,NIE
2569,OS.BERNARDYŃSKA 02  ,NIE
2570,OS.BUKOWIEC 01  ,NIE
2571,OS.BUKOWIEC 02  ,NIE
2572,OS.DERBY 01  ,NIE
2573,OS.DERBY 02  ,NIE
2574,OS.DERBY III 01  ,NIE
2575,OS.DERBY III 02  ,NIE
2576,OS.DERBY VI 01  ,NIE
2577,OS.DERBY VI 02  ,NIE
2578,OS.DUDZIARSKA 01  ,NIE
2579,OS.GÓRCZEWSKA 01  ,NIE
2580,OS.GÓRCZEWSKA 02  ,NIE
2581,OS.GÓRCZEWSKA 03  ,NIE
2582,OS.GÓRCZEWSKA 04  ,NIE
2583,OS.GÓRCZEWSKA 05  ,NIE
2584,OS.GÓRCZEWSKA 06  ,NIE
2585,OS.GÓRCZEWSKA 07  ,NIE
2586,OS.GÓRCZEWSKA 08  ,NIE
2587,OS.GÓRCZEWSKA 09  ,NIE
2588,OS.GÓRCZEWSKA 10  ,NIE
2589,OS.GÓRCZEWSKA 12  ,NIE
2590,OS.GÓRCZEWSKA 14  ,NIE
2591,OS.GÓRCZEWSKA 15  ,NIE
2592,OS.HARCERSKA 01,NIE
2593,OSIEDLE 01  ,TAK
2594,OSIEDLE 02  ,TAK
2595,OSIEDLE MŁODYCH 01  ,NIE
